pmid,pmcid,title,journal,year,volume,issue,pages,doi,authors,first_author,last_author,epubdate,pubdate,mesh,affiliations,url
39929153,,Eye Tracking as a Tool for Detecting Alzheimer's Disease in People With Down Syndrome.,J Intellect Disabil Res,2025,69,5,370-382,10.1111/jir.13214,,,,,2025-05-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39929153
38615460,,A turn for the worse: Aβ β-hairpins in Alzheimer's disease.,Bioorg Med Chem,2024,105,,117715,10.1016/j.bmc.2024.117715,,,,,2024-05-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38615460
38492797,,Utilizing Siamese 4D-AlzNet and Transfer Learning to Identify Stages of Alzheimer's Disease.,Neuroscience,2024,545,,69-85,10.1016/j.neuroscience.2024.03.007,,,,,2024-05-03T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38492797
40938905,,Integration of wearable devices and artificial intelligence in Alzheimer's disease: A scoping review protocol.,PLoS One,2025,20,9,e0331129,10.1371/journal.pone.0331129,,,,,2025-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40938905
40342276,,Multimodal spatial gradients to explain regional susceptibility to fibrillar tau in Alzheimer's disease.,Alzheimers Dement,2025,21,5,e70170,10.1002/alz.70170,,,,,2025-05-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40342276
38898411,,Predictive models of Alzheimer's disease dementia risk in older adults with mild cognitive impairment: a systematic review and critical appraisal.,BMC Geriatr,2024,24,1,531,10.1186/s12877-024-05044-8,,,,,2024-06-19T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38898411
38305393,,A Comprehensive Review on Potential Molecular Drug Targets for the Management of Alzheimer's Disease.,Cent Nerv Syst Agents Med Chem,2024,24,1,45-56,10.2174/0118715249263300231116062740,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38305393
40245252,,Noninvasive Assessment of β-Secretase Activity Through Click Chemistry-Mediated Enrichment of Neuronal Extracellular Vesicles to Detect Alzheimer's Disease.,Adv Sci (Weinh),2025,12,26,e2415289,10.1002/advs.202415289,,,,,2025-07-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40245252
39638950,,Nanomedicine in the treatment of Alzheimer's disease: bypassing the blood-brain barrier with cutting-edge nanotechnology.,Neurol Sci,2025,46,4,1489-1507,10.1007/s10072-024-07871-4,,,,,2025-04-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39638950
39800469,,Point of view: Challenges in implementation of new immunotherapies for Alzheimer's disease.,J Prev Alzheimers Dis,2025,12,1,100022,10.1016/j.tjpad.2024.100022,,,,,2025-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39800469
40517573,,AR-A014418-based dual Glycogen Synthase Kinase 3β/Histone Deacetylase inhibitors as potential therapeutics for Alzheimer's disease.,Eur J Med Chem,2025,296,,117838,10.1016/j.ejmech.2025.117838,,,,,2025-10-15T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40517573
38189750,,Technology in Dementia Education: An Ethical Imperative in a Digitized World.,J Alzheimers Dis,2024,97,3,1105-1109,10.3233/JAD-230612,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38189750
40007082,,Linguistic cues for automatic assessment of Alzheimer's disease across languages.,J Alzheimers Dis,2025,104,3,656-666,10.1177/13872877251319401,,,,,2025-04-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40007082
41008597,,Translating Alzheimer's Disease Mechanisms into Therapeutic Opportunities.,Biomolecules,2025,15,9,,10.3390/biom15091290,,,,,2025-09-08T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/41008597
39980294,,Amyloid-β Clearance with Monoclonal Antibodies: Transforming Alzheimer's Treatment.,Curr Protein Pept Sci,2025,26,7,515-545,10.2174/0113892037362037250205143911,,,,,2025-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39980294
40819191,,"Diagnosis and Management of Alzheimer's Disease in Primary Care: A Real-World Study in Ontario, Canada.",J Prim Care Community Health,2025,16,,21501319251363156,10.1177/21501319251363156,,,,,2025-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40819191
38456516,,Nanotechnology-based delivery of therapeutics through the intranasal pathway and the blood-brain barrier for Alzheimer's disease treatment.,Biomater Sci,2024,12,8,2007-2018,10.1039/d3bm02003g,,,,,2024-04-16T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38456516
38705362,,"Development of nanomedicines for the treatment of Alzheimer's disease: Raison d'être, strategies, challenges and regulatory aspects.",Ageing Res Rev,2024,98,,102318,10.1016/j.arr.2024.102318,,,,,2024-07-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38705362
40200454,,The Pepper Robot in Healthcare: A Scoping Review.,Stud Health Technol Inform,2025,323,,101-105,10.3233/SHTI250057,,,,,2025-04-08T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40200454
37992921,,Advances in microfluidic chips targeting toxic aggregation proteins for neurodegenerative diseases.,Int J Biol Macromol,2024,256,Pt 2,128308,10.1016/j.ijbiomac.2023.128308,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/37992921
37140204,,Speech changes in old age: Methodological considerations for speech-based discrimination of healthy ageing and Alzheimer's disease.,Int J Lang Commun Disord,2024,59,1,13-37,10.1111/1460-6984.12888,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/37140204
38701146,,A Strategy for Allowing Earlier Diagnosis and Rigorous Evaluation of BACE1 Inhibitors in Preclinical Alzheimer's Disease.,J Alzheimers Dis,2024,99,2,431-445,10.3233/JAD-231451,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38701146
38064104,,Understanding Glycogen Synthase Kinase-3: A Novel Avenue for Alzheimer's Disease.,Mol Neurobiol,2024,61,7,4203-4221,10.1007/s12035-023-03839-1,,,,,2024-07-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38064104
40240995,,Association between comorbidity indices and nursing home admission in patients with Alzheimer's disease: a longitudinal observational study using the MEMORA cohort.,BMC Geriatr,2025,25,1,254,10.1186/s12877-025-05898-6,,,,,2025-04-16T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40240995
40102986,,Improving effects of melatonin on memory and synaptic potentiation in a mouse model of Alzheimer's-like disease: the involvement of glutamate homeostasis and mGluRs receptors.,Behav Brain Funct,2025,21,1,7,10.1186/s12993-025-00271-4,,,,,2025-03-18T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40102986
40073950,,Role of mitogen-activated protein kinase inhibitors in Alzheimer's disease: Rouge of brain kinases.,Brain Res Bull,2025,224,,111296,10.1016/j.brainresbull.2025.111296,,,,,2025-05-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40073950
40383234,,Nanomedicine for targeting brain Neurodegeneration: Critical barriers and circadian rhythm Considerations.,Adv Drug Deliv Rev,2025,222,,115606,10.1016/j.addr.2025.115606,,,,,2025-07-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40383234
39043931,,Antibody sniffs out tau.,Nat Rev Drug Discov,2024,23,9,659,10.1038/d41573-024-00123-2,,,,,2024-09-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39043931
39942725,,Methionine Aminopeptidase 2 (MetAP2) Inhibitor BL6 Attenuates Inflammation in Cultured Microglia and in a Mouse Model of Alzheimer's Disease.,Molecules,2025,30,3,,10.3390/molecules30030620,,,,,2025-01-31T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39942725
39760243,,"Spatial Transcriptomics: Biotechnologies, Computational Tools, and Neuroscience Applications.",Small Methods,2025,9,5,e2401107,10.1002/smtd.202401107,,,,,2025-05-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39760243
39953283,,Gait impairment associated with neuroimaging biomarkers in Alzheimer's disease.,Sci Rep,2025,15,1,5539,10.1038/s41598-025-90020-4,,,,,2025-02-14T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39953283
38640158,,Eye Tracking During Visual Paired-Comparison Tasks: A Systematic Review and Meta-Analysis of the Diagnostic Test Accuracy for Detecting Cognitive Decline.,J Alzheimers Dis,2024,99,1,207-221,10.3233/JAD-240028,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38640158
38740448,,Automatic offline-capable smartphone paper-based microfluidic device for efficient biomarker detection of Alzheimer's disease.,Anal Chim Acta,2024,1308,,342575,10.1016/j.aca.2024.342575,,,,,2024-06-15T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38740448
37740673,,Detecting value(s): Digital biomarkers for Alzheimer's disease and the valuation of new diagnostic technologies.,Sociol Health Illn,2024,46,S1,261-278,10.1111/1467-9566.13713,,,,,2024-03-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/37740673
40983947,,An AI-first framework for multimodal data in Alzheimer's disease and related dementias.,Alzheimers Dement,2025,21,9,e70719,10.1002/alz.70719,,,,,2025-09-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40983947
40947760,,Design and Validation of a Hybrid Machine Learning Model for Alzheimer's Detection Using Handwriting Data.,Am J Alzheimers Dis Other Demen,2025,40,,15333175251374913,10.1177/15333175251374913,,,,,2025-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40947760
39922648,,Advances and future trends in the detection of beta-amyloid: A comprehensive review.,Med Eng Phys,2025,135,,104269,10.1016/j.medengphy.2024.104269,,,,,2025-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39922648
39829206,,Recognition and classification of facial expression using artificial intelligence as a key of early detection in neurological disorders.,Rev Neurosci,2025,36,5,479-495,10.1515/revneuro-2024-0125,,,,,2025-07-28T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39829206
38747223,,Development and Assessment of a Prediction Model for Alzheimer's Disease Diagnosis Based on Thermoregulation-Related Genes.,Comb Chem High Throughput Screen,2025,28,6,944-962,10.2174/0113862073291279240409035856,,,,,2025-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38747223
40835985,,A smart secure virtual reality immersive application for alzheimer's and dementia patients.,Sci Rep,2025,15,1,30584,10.1038/s41598-025-14624-6,,,,,2025-08-20T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40835985
40864225,,Donepezil and Memantine Derivatives for Dual-Function and Prodrug Applications in Alzheimer's Disease.,ACS Chem Neurosci,2025,16,18,3591-3602,10.1021/acschemneuro.5c00493,,,,,2025-09-17T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40864225
40478444,,Evaluating computational and experimental approaches in early-stage Alzheimer's drug discovery: a systematic review.,J Comput Aided Mol Des,2025,39,1,27,10.1007/s10822-025-00610-7,,,,,2025-06-06T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40478444
39818674,,Anti-Amyloid Therapies for Alzheimer's Disease and Amyloid-Related Imaging Abnormalities: Implications for the Emergency Medicine Clinician.,Ann Emerg Med,2025,85,6,526-536,10.1016/j.annemergmed.2024.12.002,,,,,2025-06-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39818674
39219429,,Cinnamic Acid Derivatives: Recent Discoveries and Development Strategies for Alzheimer's Disease.,Mini Rev Med Chem,2025,25,2,163-175,10.2174/0113895575330648240819112435,,,,,2025-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39219429
39432068,,Glycogen synthase kinase 3 (GSK3) inhibition: a potential therapeutic strategy for Alzheimer's disease.,Naunyn Schmiedebergs Arch Pharmacol,2025,398,3,2319-2342,10.1007/s00210-024-03500-1,,,,,2025-03-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39432068
38196387,,Algorithmic identification of persons with dementia for research recruitment: ethical considerations.,Inform Health Soc Care,2024,49,1,28-41,10.1080/17538157.2023.2299881,,,,,2024-01-02T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38196387
39068472,,"Ethics, design, and implementation criteria of digital assistive technologies for people with dementia from a multiple stakeholder perspective: a qualitative study.",BMC Med Ethics,2024,25,1,84,10.1186/s12910-024-01080-6,,,,,2024-07-27T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39068472
40058654,,Unlocking the potential of EEG in Alzheimer's disease research: Current status and pathways to precision detection.,Brain Res Bull,2025,223,,111281,10.1016/j.brainresbull.2025.111281,,,,,2025-04-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40058654
38778589,,IL-1β and CXCR4 as Potential Therapeutic Targets for Alzheimer's Disease.,Comb Chem High Throughput Screen,2025,28,7,1220-1228,10.2174/0113862073295516240508173238,,,,,2025-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38778589
39818048,,Development of multifunctional fluorescence-emitting potential theranostic agents for Alzheimer's disease.,Talanta,2025,287,,127574,10.1016/j.talanta.2025.127574,,,,,2025-05-15T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39818048
38219225,,Digital technologies to prevent falls in people living with dementia or mild cognitive impairment: a rapid systematic overview of systematic reviews.,Age Ageing,2024,53,1,,10.1093/ageing/afad238,,,,,2024-01-02T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38219225
39800462,,Expert opinion on Centiloid thresholds suitable for initiating anti-amyloid therapy. Summary of discussion at the 2024 spring Alzheimer's Association Research Roundtable.,J Prev Alzheimers Dis,2025,12,1,100008,10.1016/j.tjpad.2024.100008,,,,,2025-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39800462
39948713,,"Safety concerns associated with BACE1 inhibitors - past, present, and future.",Expert Opin Drug Saf,2025,24,7,767-772,10.1080/14740338.2025.2467811,,,,,2025-07-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39948713
40024279,,Current amyloid inhibitors: Therapeutic applications and nanomaterial-based innovations.,Prog Neurobiol,2025,247,,102734,10.1016/j.pneurobio.2025.102734,,,,,2025-04-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40024279
40436233,,"A comprehensive approach to Alzheimer's Disease: Exploring Nanotechnology, treatment Innovations, and sex differences.",Brain Res,2025,1862,,149718,10.1016/j.brainres.2025.149718,,,,,2025-09-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40436233
37102472,,Remote Digital Technologies for the Early Detection and Monitoring of Cognitive Decline in Patients With Type 2 Diabetes: Insights From Studies of Neurodegenerative Diseases.,J Diabetes Sci Technol,2024,18,6,1489-1499,10.1177/19322968231171399,,,,,2024-11-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/37102472
39659188,,Technology literacy and access to digital resources for remote assessment among adults enrolled in Alzheimer's disease research.,J Alzheimers Dis,2024,102,4,1286-1296,10.1177/13872877241297496,,,,,2024-12-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39659188
38701016,,Initial evaluation of a technologyenabled change in delivery of the dementia service during COVID-19 in North Warwickshire.,Br J Community Nurs,2024,29,5,224-230,10.12968/bjcn.2024.29.5.224,,,,,2024-05-02T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38701016
38644708,,Navigating the Alzheimer's Treatment Landscape: Unraveling Amyloid-beta Complexities and Pioneering Precision Medicine Approaches.,Curr Top Med Chem,2024,24,19,1665-1682,10.2174/0115680266295495240415114919,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38644708
39996987,,Electrochemical Technology for the Detection of Tau Proteins as a Biomarker of Alzheimer's Disease in Blood.,Biosensors (Basel),2025,15,2,,10.3390/bios15020085,,,,,2025-02-04T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39996987
39262261,,Computational identification of promising therapeutics via BACE1 Targeting: Implications for Alzheimer's disease.,Cell Mol Biol (Noisy-le-grand),2024,70,8,64-75,10.14715/cmb/2024.70.8.8,,,,,2024-09-08T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39262261
38308366,,Unveiling the sound of the cognitive status: Machine Learning-based speech analysis in the Alzheimer's disease spectrum.,Alzheimers Res Ther,2024,16,1,26,10.1186/s13195-024-01394-y,,,,,2024-02-02T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38308366
38653149,,Synthesis and biological evaluation of Halogen-Substituted novel α-Ketoamides as potential protein aggregation modulators in Alzheimer's disease.,Bioorg Chem,2024,147,,107373,10.1016/j.bioorg.2024.107373,,,,,2024-06-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38653149
40368958,,Early detection of Alzheimer's disease progression stages using hybrid of CNN and transformer encoder models.,Sci Rep,2025,15,1,16799,10.1038/s41598-025-01072-5,,,,,2025-05-14T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40368958
39021181,,Comprehensive Investigation of Natural Ligands as Inhibitors of β Secretase to Identify Alzheimer's Disease Therapeutics.,Curr Alzheimer Res,2024,21,9,667-678,10.2174/0115672050323622240705043337,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39021181
37022608,,"Artificial intelligence assisted identification of potential tau aggregation inhibitors: ligand- and structure-based virtual screening, in silico ADME, and molecular dynamics study.",Mol Divers,2024,28,4,2013-2031,10.1007/s11030-023-10645-3,,,,,2024-08-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/37022608
39796097,,Advancing Alzheimer's Disease Modelling by Developing a Refined Biomimetic Brain Microenvironment for Facilitating High-Throughput Screening of Pharmacological Treatment Strategies.,Int J Mol Sci,2024,26,1,,10.3390/ijms26010241,,,,,2024-12-30T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39796097
40335527,,EEG-based neurodegenerative disease diagnosis: comparative analysis of conventional methods and deep learning models.,Sci Rep,2025,15,1,15950,10.1038/s41598-025-00292-z,,,,,2025-05-07T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40335527
39461036,,Discovery of novel substituted (Z)-N'-hydroxy-3-(3-phenylureido)benzimidamide derivatives as multifunctional molecules targeting pathological hallmarks of Alzheimer's disease.,Eur J Med Chem,2024,280,,116959,10.1016/j.ejmech.2024.116959,,,,,2024-12-15T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39461036
40942908,,Innovative Sensor-Based Approaches for Assessing Neurodegenerative Diseases: A Brief State-of-the-Art Review.,Sensors (Basel),2025,25,17,,10.3390/s25175476,,,,,2025-09-03T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40942908
39450469,,Reducing confusion surrounding expert conceptions of Alzheimer's and dementia: A practical analysis.,J Neuropsychol,2025,19,2,158-164,10.1111/jnp.12398,,,,,2025-06-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39450469
39499489,,Exploring bacterial metabolites in microbe-human host dialogue and their therapeutic potential in Alzheimer's diseases.,Mol Divers,2025,29,5,4213-4229,10.1007/s11030-024-11028-y,,,,,2025-10-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39499489
39012787,,Through Alzheimer's Eyes: A Virtual Pilot Intervention for Family Caregivers of People with Dementia.,Clin Gerontol,2024,47,5,846-861,10.1080/07317115.2024.2378774,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39012787
39826482,,"Drug repurposing using artificial intelligence, molecular docking, and hybrid approaches: A comprehensive review in general diseases vs Alzheimer's disease.",Comput Methods Programs Biomed,2025,261,,108604,10.1016/j.cmpb.2025.108604,,,,,2025-04-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39826482
40009569,,Perspective: Emerging challenges for a future ADNI.,Alzheimers Dement,2025,21,2,e14534,10.1002/alz.14534,,,,,2025-02-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40009569
39725797,,Construction of a prediction model for Alzheimer's disease using an AI-driven eye-tracking task on mobile devices.,Aging Clin Exp Res,2024,37,1,9,10.1007/s40520-024-02882-9,,,,,2024-12-27T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39725797
37987633,,"A systematic review of reminder and guidance systems for Alzheimer's Disease and Related Dementias patients: context, barriers and facilitators.",Disabil Rehabil Assist Technol,2024,19,6,2133-2146,10.1080/17483107.2023.2277821,,,,,2024-08-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/37987633
38627686,,Development of a smartphone screening test for preclinical Alzheimer's disease and validation across the dementia continuum.,BMC Neurol,2024,24,1,127,10.1186/s12883-024-03609-z,,,,,2024-04-16T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38627686
39269840,,Toward Quantitative Neurology: Sensors to Assess Motor Deficits in Dementia.,J Alzheimers Dis,2024,101,4,1083-1106,10.3233/JAD-240559,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39269840
40464462,,Multimodal Imaging Markers of Cognitive Resilience and Molecular Mechanisms of Brain Resilience in Alzheimer's Disease.,J Integr Neurosci,2025,24,5,26584,10.31083/JIN26584,,,,,2025-05-16T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40464462
40887393,,"Early Alzheimer's disease (mild cognitive impairment or mild dementia): Prevalence, diagnostics, treatment options, and guidelines in Asia, Australasia, and Pacific nations countries.",J Prev Alzheimers Dis,2025,12,9,100362,10.1016/j.tjpad.2025.100362,,,,,2025-11-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40887393
39225837,,The application value of Rs-fMRI-based machine learning models for differentiating mild cognitive impairment from Alzheimer's disease: a systematic review and meta-analysis.,Neurol Sci,2025,46,1,45-62,10.1007/s10072-024-07731-1,,,,,2025-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39225837
39946861,,"Design, synthesis, and biological activity of human glutaminyl cyclase inhibitors against Alzheimer's disease.",Bioorg Med Chem,2025,120,,118105,10.1016/j.bmc.2025.118105,,,,,2025-04-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39946861
40000185,,[Classification of Alzheimer's disease based on multi-example learning and multi-scale feature fusion].,Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,2025,42,1,132-139,10.7507/1001-5515.202405035,,,,,2025-02-25T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40000185
38551038,,Nanomedicine: A New Frontier in Alzheimer's Disease Drug Targeting.,Cent Nerv Syst Agents Med Chem,2025,25,1,3-19,10.2174/0118715249281331240325042642,,,,,2025-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38551038
36320158,,CERAD-NAB and flexible battery based neuropsychological differentiation of Alzheimer's dementia and depression using machine learning approaches.,Neuropsychol Dev Cogn B Aging Neuropsychol Cogn,2024,31,2,221-248,10.1080/13825585.2022.2138255,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/36320158
40675424,,Future of Alzheimer's detection: Advancing diagnostic accuracy through the integration of qEEG and artificial intelligence.,Neuroimage,2025,317,,121373,10.1016/j.neuroimage.2025.121373,,,,,2025-08-15T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40675424
40942682,,"Stage-Wise IoT Solutions for Alzheimer's Disease: A Systematic Review of Detection, Monitoring, and Assistive Technologies.",Sensors (Basel),2025,25,17,,10.3390/s25175252,,,,,2025-08-23T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40942682
40039777,,Automated Offline Smartphone-Assisted Microfluidic Paper-Based Analytical Device for Biomarker Detection of Alzheimer's Disease.,Annu Int Conf IEEE Eng Med Biol Soc,2024,2024,,1-5,10.1109/EMBC53108.2024.10781517,,,,,2024-07-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40039777
40675957,,AI-guided patient stratification improves outcomes and efficiency in the AMARANTH Alzheimer's Disease clinical trial.,Nat Commun,2025,16,1,6244,10.1038/s41467-025-61355-3,,,,,2025-07-17T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40675957
40153992,,Targeting amyloidogenic proteins through cyclic peptides - A medicinal chemistry perspective.,Bioorg Med Chem,2025,123,,118165,10.1016/j.bmc.2025.118165,,,,,2025-06-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40153992
39356173,,Plasmonic Nanogap-Enhanced Tunable Three-Dimensional Nanoframes in Application to Clinical Diagnosis of Alzheimer's Disease.,ACS Sens,2024,9,10,5587-5595,10.1021/acssensors.4c02037,,,,,2024-10-25T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39356173
39616880,,Deep Stroop: Integrating eye tracking and speech processing to characterize people with neurodegenerative disorders while performing neuropsychological tests.,Comput Biol Med,2025,184,,109398,10.1016/j.compbiomed.2024.109398,,,,,2025-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39616880
39428844,,Redox Oxygen Species-Responsive Nanotheranostics with Dual-Channel Fluorescent Turn-On for Early Diagnosis and Targeted Therapy of Alzheimer's Disease.,Small,2024,20,52,e2403980,10.1002/smll.202403980,,,,,2024-12-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39428844
38863019,,"Distinct effects of blood pressure parameters on Alzheimer's and vascular markers in 1,952 Asian individuals without dementia.",Alzheimers Res Ther,2024,16,1,125,10.1186/s13195-024-01483-y,,,,,2024-06-11T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38863019
40818921,,Optimization enabled ResNet features with transfer learning for Alzheimer's disease detection.,Comput Biol Chem,2025,119,,108613,10.1016/j.compbiolchem.2025.108613,,,,,2025-12-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40818921
39730532,,A proficient approach for the classification of Alzheimer's disease using a hybridization of machine learning and deep learning.,Sci Rep,2024,14,1,30925,10.1038/s41598-024-81563-z,,,,,2024-12-28T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39730532
40341667,,A digital intelligence visualization health monitoring device for Alzheimer's disease patients based on WBAN technology.,Sci Rep,2025,15,1,15997,10.1038/s41598-025-99637-x,,,,,2025-05-08T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40341667
39862156,,A mobile interactive cognitive self-assessment scale for screening cognitive impairment due to Alzheimer's disease.,Age Ageing,2025,54,1,,10.1093/ageing/afae293,,,,,2025-01-06T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39862156
38572850,,Automatic classification of AD pathology in FTD phenotypes using natural speech.,Alzheimers Dement,2024,20,5,3416-3428,10.1002/alz.13748,,,,,2024-05-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38572850
38688198,,Membrane interactions in Alzheimer's disease treatment strategies with multitarget molecules.,Bioorg Chem,2024,147,,107407,10.1016/j.bioorg.2024.107407,,,,,2024-06-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38688198
40038143,,Delving Into Nanoparticle Systems for Enhanced Drug Delivery Technologies.,AAPS PharmSciTech,2025,26,3,74,10.1208/s12249-025-03063-1,,,,,2025-03-04T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40038143
37855293,,Targeting Various Pathogenic Pathways for the Development of Anti-alzheimer's Drugs: An Update.,Curr Top Med Chem,2025,25,8,826-841,10.2174/0115680266274924231002110733,,,,,2025-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/37855293
40588892,,Enhanced Handwriting Kinematic Modeling for Alzheimer's Disease Classification Using Machine Learning Models.,Stud Health Technol Inform,2025,328,,116-120,10.3233/SHTI250684,,,,,2025-06-26T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40588892
40583472,,"Nanopore-Based Neurotransmitter Detection: Advances, Challenges, and Future Perspectives.",ACS Nano,2025,19,27,24404-24424,10.1021/acsnano.5c04662,,,,,2025-07-15T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40583472
