pmid,pmcid,title,journal,year,volume,issue,pages,doi,authors,first_author,last_author,epubdate,pubdate,mesh,affiliations,url,query
38986845,,Exploring advancements in early detection of Alzheimer's disease with molecular assays and animal models.,Ageing Res Rev,2024,100,,102411,10.1016/j.arr.2024.102411,,,,,2024-09-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38986845,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
39775791,,Genome-wide association neural networks identify genes linked to family history of Alzheimer's disease.,Brief Bioinform,2024,26,1,,10.1093/bib/bbae704,,,,,2024-11-22T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39775791,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
38437014,,Patient and Public Involvement in Technology-Related Dementia Research: Scoping Review.,JMIR Aging,2024,7,,e48292,10.2196/48292,,,,,2024-03-04T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38437014,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
39908690,,Clinical trials targeting tau should be halted.,J Clin Neurosci,2025,134,,111101,10.1016/j.jocn.2025.111101,,,,,2025-04-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39908690,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
38868886,,Neuroimaging for Early Diagnosis of Alzheimer's Disease: a Review.,Clin Lab,2024,70,6,,10.7754/Clin.Lab.2023.231141,,,,,2024-06-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38868886,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
39400101,,Ocular Biomarkers in Alzheimer's Disease: Insights into Early Detection Through Eye-Based Diagnostics - A Literature Review.,Clin Ter,2024,175,5,352-361,10.7417/CT.2024.5125,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39400101,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
38849023,,Carbon dots as dual inhibitors of tau and amyloid-beta aggregation for the treatment of Alzheimer's disease.,Acta Biomater,2024,183,,341-355,10.1016/j.actbio.2024.06.001,,,,,2024-07-15T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38849023,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
38189749,,Machine Learning-Derived MRI-Based Neurodegeneration Biomarker for Alzheimer's Disease: A Multi-Database Validation Study.,J Alzheimers Dis,2024,97,2,883-893,10.3233/JAD-230574,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38189749,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
39965994,,Utilization of precision medicine digital twins for drug discovery in Alzheimer's disease.,Neurotherapeutics,2025,22,3,e00553,10.1016/j.neurot.2025.e00553,,,,,2025-04-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39965994,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
40320112,,Research progress of cell senescence in Alzheimer's disease: mechanisms and therapy.,Eur J Pharmacol,2025,1002,,177697,10.1016/j.ejphar.2025.177697,,,,,2025-09-05T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40320112,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
40725224,,Alzheimer's Disease Etiology Hypotheses and Therapeutic Strategies: A Perspective.,Int J Mol Sci,2025,26,14,,10.3390/ijms26146980,,,,,2025-07-20T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40725224,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
40039162,,The Development of an Alzheimer's Diagnostic Sensor and Algorithm using Microsaccades Biomarkers.,Annu Int Conf IEEE Eng Med Biol Soc,2024,2024,,1-4,10.1109/EMBC53108.2024.10781816,,,,,2024-07-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40039162,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
38175857,,Role of Artificial Intelligence in Multinomial Decisions and Preventative Nutrition in Alzheimer's Disease.,Mol Nutr Food Res,2024,68,13,e2300605,10.1002/mnfr.202300605,,,,,2024-07-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38175857,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
39764651,,"Blood plasma proteomic markers of Alzheimer's disease, current status and application prospects.",Expert Rev Proteomics,2025,22,1,11-18,10.1080/14789450.2025.2450804,,,,,2025-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39764651,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
38101185,,Neurodiagnostic and neurotherapeutic potential of graphene nanomaterials.,Biosens Bioelectron,2024,247,,115906,10.1016/j.bios.2023.115906,,,,,2024-03-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38101185,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
39893357,,"""Advances in biomarker discovery and diagnostics for alzheimer's disease"".",Neurol Sci,2025,46,6,2419-2436,10.1007/s10072-025-08023-y,,,,,2025-06-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39893357,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
38565072,,Socially Assistive Robots for patients with Alzheimer's Disease: A scoping review.,Arch Gerontol Geriatr,2024,123,,105409,10.1016/j.archger.2024.105409,,,,,2024-08-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38565072,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
39408961,,Intrathecal Immunoselective Nanopheresis for Alzheimer's Disease: What and How? Why and When?,Int J Mol Sci,2024,25,19,,10.3390/ijms251910632,,,,,2024-10-02T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39408961,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
40616179,,Machine-learning based strategy identifies a robust protein biomarker panel for Alzheimer's disease in cerebrospinal fluid.,Alzheimers Res Ther,2025,17,1,147,10.1186/s13195-025-01789-5,,,,,2025-07-04T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40616179,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
39563218,,Unraveling the Mysteries of Alzheimer's Disease Using Artificial Intelligence.,Rev Recent Clin Trials,2025,20,2,124-141,10.2174/0115748871330861241030143321,,,,,2025-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39563218,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
40260242,,NLRP3 inflammasome in Alzheimer's disease: molecular mechanisms and emerging therapies.,Front Immunol,2025,16,,1583886,10.3389/fimmu.2025.1583886,,,,,2025-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40260242,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
40220257,,The future of Alzheimer's disease risk prediction: a systematic review.,Neurol Sci,2025,46,8,3377-3390,10.1007/s10072-025-08167-x,,,,,2025-08-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40220257,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
38816674,,Role of PIM Kinase Inhibitor in the Treatment of Alzheimer's Disease.,Mol Neurobiol,2024,61,12,10941-10955,10.1007/s12035-024-04257-7,,,,,2024-12-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38816674,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
38219646,,Automating the analysis of eye movement for different neurodegenerative disorders.,Comput Biol Med,2024,170,,107951,10.1016/j.compbiomed.2024.107951,,,,,2024-03-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38219646,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
39893084,,Identification and development of cGAS inhibitors and their uses to treat Alzheimer's disease.,Neurotherapeutics,2025,22,3,e00536,10.1016/j.neurot.2025.e00536,,,,,2025-04-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39893084,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
40349564,,Advances in biosensors for diagnosis of Alzheimer's and Parkinson's diseases.,Biosens Bioelectron,2025,284,,117535,10.1016/j.bios.2025.117535,,,,,2025-09-15T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40349564,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
40551529,,Management of Alzheimer's Disease With Nanotechnological Interventions and Novel Therapeutics.,Drug Dev Res,2025,86,5,e70120,10.1002/ddr.70120,,,,,2025-08-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40551529,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
39987324,,Identification of UBE2N as a biomarker of Alzheimer's disease by combining WGCNA with machine learning algorithms.,Sci Rep,2025,15,1,6479,10.1038/s41598-025-90578-z,,,,,2025-02-22T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39987324,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
40285380,,Developing digital health technologies for frontotemporal degeneration.,Alzheimers Dement,2025,21,4,e70082,10.1002/alz.70082,,,,,2025-04-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40285380,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
39559917,,Counseling and disclosure practices in predictive Alzheimer's disease diagnostics: A scoping review.,Alzheimers Dement,2024,20,12,8910-8936,10.1002/alz.14365,,,,,2024-12-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39559917,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
38530106,,Antineoplastics for treating Alzheimer's disease and dementia: Evidence from preclinical and observational studies.,Med Res Rev,2024,44,5,2078-2111,10.1002/med.22033,,,,,2024-09-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38530106,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
40902465,,Artificial Intelligence for Alzheimer's disease diagnosis through T1-weighted MRI: A systematic review.,Comput Biol Med,2025,197,Pt A,111028,10.1016/j.compbiomed.2025.111028,,,,,2025-10-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40902465,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
39321523,,Unveiling the theranostic potential of SPIONs in Alzheimer's disease management.,J Psychiatr Res,2024,179,,244-256,10.1016/j.jpsychires.2024.09.022,,,,,2024-11-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39321523,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
37272884,,Distinguishable features of spontaneous speech in Alzheimer's clinical syndrome and healthy controls.,Neuropsychol Dev Cogn B Aging Neuropsychol Cogn,2024,31,3,575-586,10.1080/13825585.2023.2221020,,,,,2024-05-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/37272884,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
39508340,,Technology that CARES: Enhancing dementia care through everyday technologies.,Alzheimers Dement,2024,20,12,8969-8978,10.1002/alz.14192,,,,,2024-12-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39508340,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
38902368,,Deep Ensemble learning and quantum machine learning approach for Alzheimer's disease detection.,Sci Rep,2024,14,1,14196,10.1038/s41598-024-61452-1,,,,,2024-06-20T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38902368,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
39175901,,Automatic speech analysis for detecting cognitive decline of older adults.,Front Public Health,2024,12,,1417966,10.3389/fpubh.2024.1417966,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39175901,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
39771798,,Smart Driving Technology for Non-Invasive Detection of Age-Related Cognitive Decline.,Sensors (Basel),2024,24,24,,10.3390/s24248062,,,,,2024-12-18T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39771798,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
37515584,,Webcam-Based Eye-Tracking of Attentional Biases in Alzheimer's Disease: A Proof-Of-Concept Study.,Clin Gerontol,2024,47,1,98-109,10.1080/07317115.2023.2240783,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/37515584,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
38591203,,Prominent Perspective on Existing Biological Hallmarks of Alzheimer's Disease.,Curr Top Med Chem,2024,24,13,1120-1133,10.2174/0115680266292514240404040341,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38591203,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
40053718,,"Use of Artificial Intelligence, Internet of Things, and Edge Intelligence in Long-Term Care for Older People: Comprehensive Analysis Through Bibliometric, Google Trends, and Content Analysis.",J Med Internet Res,2025,27,,e56692,10.2196/56692,,,,,2025-03-04T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40053718,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
39865315,,RADAR-AD: assessment of multiple remote monitoring technologies for early detection of Alzheimer's disease.,Alzheimers Res Ther,2025,17,1,29,10.1186/s13195-025-01675-0,,,,,2025-01-27T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39865315,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
